query_id,  literal,    doc_id, rank,   score,  system, recall, precision
1 Q0 CACM-1519 1 0.24233252 Lucene 0.0 0.0 
1 Q0 CACM-1161 2 0.2283251 Lucene 0.0 0.0 
1 Q0 CACM-1410 3 0.22665675 Lucene 0.2 0.3333333333333333 
1 Q0 CACM-1844 4 0.22105438 Lucene 0.2 0.25 
1 Q0 CACM-1605 5 0.21189332 Lucene 0.4 0.4 
1 Q0 CACM-1938 6 0.20309465 Lucene 0.4 0.3333333333333333 
1 Q0 CACM-2629 7 0.20307699 Lucene 0.4 0.2857142857142857 
1 Q0 CACM-2357 8 0.20201573 Lucene 0.4 0.25 
1 Q0 CACM-1657 9 0.1999766 Lucene 0.4 0.2222222222222222 
1 Q0 CACM-2054 10 0.19689536 Lucene 0.4 0.2 
1 Q0 CACM-2219 11 0.1939016 Lucene 0.4 0.18181818181818182 
1 Q0 CACM-1827 12 0.1932776 Lucene 0.4 0.16666666666666666 
1 Q0 CACM-2535 13 0.19171104 Lucene 0.4 0.15384615384615385 
1 Q0 CACM-2920 14 0.18762116 Lucene 0.4 0.14285714285714285 
1 Q0 CACM-1071 15 0.18584868 Lucene 0.4 0.13333333333333333 
1 Q0 CACM-2500 16 0.1823597 Lucene 0.4 0.125 
1 Q0 CACM-1805 17 0.1819278 Lucene 0.4 0.11764705882352941 
1 Q0 CACM-1698 18 0.18024558 Lucene 0.4 0.1111111111111111 
1 Q0 CACM-2947 19 0.17784831 Lucene 0.4 0.10526315789473684 
1 Q0 CACM-1315 20 0.1692843 Lucene 0.4 0.1 
1 Q0 CACM-0585 21 0.16926403 Lucene 0.4 0.09523809523809523 
1 Q0 CACM-2424 22 0.16712053 Lucene 0.4 0.09090909090909091 
1 Q0 CACM-2319 23 0.16437572 Lucene 0.4 0.08695652173913043 
1 Q0 CACM-2151 24 0.16191308 Lucene 0.4 0.08333333333333333 
1 Q0 CACM-2950 25 0.15893294 Lucene 0.4 0.08 
1 Q0 CACM-2371 26 0.15884697 Lucene 0.4 0.07692307692307693 
1 Q0 CACM-2378 27 0.15661012 Lucene 0.4 0.07407407407407407 
1 Q0 CACM-1506 28 0.15487282 Lucene 0.4 0.07142857142857142 
1 Q0 CACM-1591 29 0.15354826 Lucene 0.4 0.06896551724137931 
1 Q0 CACM-1908 30 0.15047477 Lucene 0.4 0.06666666666666667 
1 Q0 CACM-2948 31 0.14937352 Lucene 0.4 0.06451612903225806 
1 Q0 CACM-1408 32 0.1467241 Lucene 0.4 0.0625 
1 Q0 CACM-2344 33 0.14436507 Lucene 0.4 0.06060606060606061 
1 Q0 CACM-3127 34 0.14126389 Lucene 0.4 0.058823529411764705 
1 Q0 CACM-0971 35 0.1399406 Lucene 0.4 0.05714285714285714 
1 Q0 CACM-1033 36 0.13985196 Lucene 0.4 0.05555555555555555 
1 Q0 CACM-2218 37 0.13973759 Lucene 0.4 0.05405405405405406 
1 Q0 CACM-2522 38 0.139048 Lucene 0.4 0.05263157894736842 
1 Q0 CACM-2379 39 0.13883507 Lucene 0.4 0.05128205128205128 
1 Q0 CACM-1752 40 0.1382148 Lucene 0.4 0.05 
1 Q0 CACM-1391 41 0.1380519 Lucene 0.4 0.04878048780487805 
1 Q0 CACM-3025 42 0.1379068 Lucene 0.4 0.047619047619047616 
1 Q0 CACM-3174 43 0.1337556 Lucene 0.4 0.046511627906976744 
1 Q0 CACM-3048 44 0.13327539 Lucene 0.4 0.045454545454545456 
1 Q0 CACM-2541 45 0.13324809 Lucene 0.4 0.044444444444444446 
1 Q0 CACM-1572 46 0.13093181 Lucene 0.6 0.06521739130434782 
1 Q0 CACM-0698 47 0.12827972 Lucene 0.6 0.06382978723404255 
1 Q0 CACM-2439 48 0.12666129 Lucene 0.6 0.0625 
1 Q0 CACM-1168 49 0.12311453 Lucene 0.6 0.061224489795918366 
1 Q0 CACM-1680 50 0.11816514 Lucene 0.6 0.06 
1 Q0 CACM-2380 51 0.11555727 Lucene 0.6 0.058823529411764705 
1 Q0 CACM-1341 52 0.11426446 Lucene 0.6 0.057692307692307696 
1 Q0 CACM-1590 53 0.11370643 Lucene 0.6 0.05660377358490566 
1 Q0 CACM-2951 54 0.1132903 Lucene 0.6 0.05555555555555555 
1 Q0 CACM-1749 55 0.111616366 Lucene 0.6 0.05454545454545454 
1 Q0 CACM-1747 56 0.111361265 Lucene 0.6 0.05357142857142857 
1 Q0 CACM-1854 57 0.10992589 Lucene 0.6 0.05263157894736842 
1 Q0 CACM-0637 58 0.10988011 Lucene 0.6 0.05172413793103448 
1 Q0 CACM-1877 59 0.109198995 Lucene 0.6 0.05084745762711865 
1 Q0 CACM-1685 60 0.10751866 Lucene 0.6 0.05 
1 Q0 CACM-1462 61 0.10720947 Lucene 0.6 0.04918032786885246 
1 Q0 CACM-1647 62 0.10678954 Lucene 0.6 0.04838709677419355 
1 Q0 CACM-1892 63 0.105176955 Lucene 0.6 0.047619047619047616 
1 Q0 CACM-1440 64 0.10397227 Lucene 0.6 0.046875 
1 Q0 CACM-1750 65 0.102578424 Lucene 0.6 0.046153846153846156 
1 Q0 CACM-2317 66 0.10253433 Lucene 0.6 0.045454545454545456 
1 Q0 CACM-2501 67 0.100856565 Lucene 0.6 0.04477611940298507 
1 Q0 CACM-2003 68 0.100499086 Lucene 0.6 0.04411764705882353 
1 Q0 CACM-3023 69 0.100431345 Lucene 0.6 0.043478260869565216 
1 Q0 CACM-2036 70 0.09956914 Lucene 0.6 0.04285714285714286 
1 Q0 CACM-1753 71 0.098750934 Lucene 0.6 0.04225352112676056 
1 Q0 CACM-1487 72 0.0985093 Lucene 0.6 0.041666666666666664 
1 Q0 CACM-1236 73 0.09818882 Lucene 0.6 0.0410958904109589 
1 Q0 CACM-2542 74 0.09727159 Lucene 0.6 0.04054054054054054 
1 Q0 CACM-2092 75 0.09703899 Lucene 0.6 0.04 
1 Q0 CACM-1264 76 0.09689572 Lucene 0.6 0.039473684210526314 
1 Q0 CACM-1960 77 0.09593009 Lucene 0.6 0.03896103896103896 
1 Q0 CACM-2946 78 0.095621444 Lucene 0.6 0.038461538461538464 
1 Q0 CACM-2358 79 0.095062226 Lucene 0.8 0.05063291139240506 
1 Q0 CACM-3069 80 0.09220788 Lucene 0.8 0.05 
1 Q0 CACM-1677 81 0.09185997 Lucene 0.8 0.04938271604938271 
1 Q0 CACM-2681 82 0.089694135 Lucene 0.8 0.04878048780487805 
1 Q0 CACM-1885 83 0.08878483 Lucene 0.8 0.04819277108433735 
1 Q0 CACM-2764 84 0.08731615 Lucene 0.8 0.047619047619047616 
1 Q0 CACM-3068 85 0.08703628 Lucene 0.8 0.047058823529411764 
1 Q0 CACM-1544 86 0.086553544 Lucene 0.8 0.046511627906976744 
1 Q0 CACM-2740 87 0.08456506 Lucene 0.8 0.04597701149425287 
1 Q0 CACM-2390 88 0.084351525 Lucene 0.8 0.045454545454545456 
1 Q0 CACM-3112 89 0.08418766 Lucene 0.8 0.0449438202247191 
1 Q0 CACM-2624 90 0.08332124 Lucene 0.8 0.044444444444444446 
1 Q0 CACM-3065 91 0.08284882 Lucene 0.8 0.04395604395604396 
1 Q0 CACM-2878 92 0.08203815 Lucene 0.8 0.043478260869565216 
1 Q0 CACM-1523 93 0.0815139 Lucene 0.8 0.043010752688172046 
1 Q0 CACM-1226 94 0.08141487 Lucene 0.8 0.0425531914893617 
1 Q0 CACM-2372 95 0.08124005 Lucene 0.8 0.042105263157894736 
1 Q0 CACM-2399 96 0.08103151 Lucene 0.8 0.041666666666666664 
1 Q0 CACM-2621 97 0.0808236 Lucene 0.8 0.041237113402061855 
1 Q0 CACM-2321 98 0.080460146 Lucene 0.8 0.04081632653061224 
1 Q0 CACM-1163 99 0.07762848 Lucene 0.8 0.04040404040404041 
1 Q0 CACM-0414 100 0.07762848 Lucene 0.8 0.04 
p@5: 0.35769230769230753, p@20: 0.19807692307692312
