query_id,  literal,    doc_id, rank,   score,  system, recall, precision
1 Q0 CACM-2685 1 0.8685852040204909 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1069 2 0.7516657743196768 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2796 3 0.7432286434921634 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2379 4 0.742096241598048 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2319 5 0.7379461848177897 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2371 6 0.7034842110360158 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1523 7 0.6563022738721602 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2917 8 0.6476849837316667 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2629 9 0.6337228288194517 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2380 10 0.6235684559607109 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-3068 11 0.6165108451830729 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1304 12 0.6040553096670709 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1749 13 0.6027812237458291 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2740 14 0.6011058587669365 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1657 15 0.5942685146471912 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1755 16 0.5863475408841399 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1591 17 0.5846309400341775 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2607 18 0.5690845684606657 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1519 19 0.5522134202188234 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0067 20 0.5335167829318741 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1461 21 0.5314842178229016 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1440 22 0.5267294914981374 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1033 23 0.5192925883081777 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-3127 24 0.514554981600948 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0198 25 0.5143948436412747 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2357 26 0.511639171081115 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2984 27 0.5106992244200786 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0999 28 0.502133442759411 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0866 29 0.502133442759411 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1107 30 0.502133442759411 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1544 31 0.5008476398449182 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2087 32 0.4957236668469759 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1938 33 0.4957005883935292 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1680 34 0.49392104010339627 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2747 35 0.48597678083172746 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2597 36 0.48091265167139985 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2632 37 0.4793585287955017 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1168 38 0.4743477242275207 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0135 39 0.4742371403838881 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1106 40 0.4742371403838881 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0148 41 0.4742371403838881 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0252 42 0.47071852045444684 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-1753 43 0.4693685275185364 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0002 44 0.46763167603752254 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0294 45 0.46160486303889237 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2955 46 0.4572947266893578 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-2948 47 0.45451575231123015 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0433 48 0.44927729088999924 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0157 49 0.44927729088999924 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0189 50 0.44927729088999924 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0594 51 0.43631413716257644 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0275 52 0.43631413716257644 QUERY_TIME_STEMMING 0.0 0.0 
1 Q0 CACM-0197 53 0.4359601484256206 QUERY_TIME_STEMMING 0.0 0.0 
