query_id,  literal,    doc_id, rank,   score,  system, recall, precision
1 Q0 CACM-2015 1 -4.1641211740598845 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-2164 2 -4.171175047653284 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-2822 3 -4.179257256818567 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0679 4 -4.199661286151329 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0495 5 -4.203411876576997 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0860 6 -4.204336167095211 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-2230 7 -4.222983611564159 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1563 8 -4.230414834568643 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1633 9 -4.233326044776102 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0479 10 -4.233810423569781 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1353 11 -4.234294567854232 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1111 12 -4.236228804434063 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1635 13 -4.23960474205076 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-2734 14 -4.245561954643718 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1085 15 -4.246742132580258 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0983 16 -4.247236570167587 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0066 17 -4.247730763407198 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0295 18 -4.247730763407198 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0986 19 -4.24871841780847 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1836 20 -4.2491879490765685 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0231 21 -4.249211879451841 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1634 22 -4.251093619019649 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0697 23 -4.251675541698214 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1204 24 -4.251675541698214 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1511 25 -4.251675541698214 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-0962 26 -4.252045093877348 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-2117 27 -4.252167546628188 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-2426 28 -4.2526593096083465 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-2847 29 -4.253945331978837 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-2112 30 -4.254419827835902 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1757 31 -4.2546239467825115 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-1073 32 -4.256584731724452 QUERY_LIKELIHOOD 0.0 0.0 
1 Q0 CACM-2158 33 -4.256584731724452 QUERY_LIKELIHOOD 0.0 0.0 
